Department,Department Name,Division,Gender,Base Salary,How much pay for overtime/year?
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,85567,26132.88
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,85567,4194.7
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,97860,32203.75
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,109905.22
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,97860,7592.2
COR,Correction and Rehabilitation,DS Food Services,M,74063.77,10598.29
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,85567,241.44
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,85567,52113.84
COR,Correction and Rehabilitation,PTS Supervision,M,107599.57,0
COR,Correction and Rehabilitation,DS Health Services,F,109761,0
COR,Correction and Rehabilitation,DS MCCF Facilities Maintenance,M,85567,6955.2
COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 1,F,95236,9409.33
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,79879,39290.98
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,107648,20098.77
COR,Correction and Rehabilitation,DS Food Services,M,74063.77,15514.55
COR,Correction and Rehabilitation,PTS Diversion Services,M,120129.8,0
COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 3,F,95236,1074.72
COR,Correction and Rehabilitation,DS MCDC Inmate Property,M,74566,61177.14
COR,Correction and Rehabilitation,DS Food Services,M,69984.54,0
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,82673,39914.86
COR,Correction and Rehabilitation,MSD Management Services Division,F,71852,4112.07
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,72618,29619.52
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,97860,71368.38
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,85567,9053.57
COR,Correction and Rehabilitation,DS Inmate Records,F,75290,23119.71
COR,Correction and Rehabilitation,PRRS Facility and Security,M,79955.28,5540.59
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,72042,42874
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,77175,12110.4
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,107648,24284.19
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,107648,8076.64
COR,Correction and Rehabilitation,PRRS Facility and Security,M,95236,23837.49
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,79879,33150.11
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,72042,12847.06
COR,Correction and Rehabilitation,PRRS Facility and Security,M,95236,27816.44
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,82673,5244.01
COR,Correction and Rehabilitation,DS Inmate Records,M,62354.52,15552.84
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,74566,33463.73
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,F,118414,19608.54
COR,Correction and Rehabilitation,PTS Supervision,F,144751,0
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,107648,26248.24
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,22645.93
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,15149.89
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85567,50498.99
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,95707,0
COR,Correction and Rehabilitation,PRRS Facility and Security,M,89618.13,14571.36
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,85567,51812.56
COR,Correction and Rehabilitation,DS Food Services,M,78902,21732.62
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,97860,91244.61
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,85567,97738.05
COR,Correction and Rehabilitation,PRRS Reentry Services and Programs,F,81520.24,333.34
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,74566,65298.89
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,67787,35071.77
COR,Correction and Rehabilitation,DS Gang Intelligence,M,77792,31741.82
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,85567,28456.04
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,78121,18904.22
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,97860,10930.15
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,77792,3718.57
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,83684,0
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,74566,11230.17
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,F,79879,71334.62
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,94550,37299.37
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,F,77175,0
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,42046.42
COR,Correction and Rehabilitation,DS Food Services,M,66796.38,6887.37
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,82392,4072.75
COR,Correction and Rehabilitation,DO Professional Standards Unit,M,97860,41719.45
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,85567,50960.53
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,77792,6694.86
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,83684,573.42
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,88263,20828.79
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,72042,36141.95
COR,Correction and Rehabilitation,PRRS Facility and Security,M,64697.27,4080.4
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,85567,8133.21
COR,Correction and Rehabilitation,DS Health Services,M,104680,9487.18
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,74566,28172.08
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,79606,9642.36
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,F,77175,32874.24
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,85567,14967.91
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,64762.62
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85567,8728.69
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,79879,62330.42
COR,Correction and Rehabilitation,DS Intake Classification and Re-Entry Services,F,108913.61,0
COR,Correction and Rehabilitation,PRRS Assessment and Quality Services,F,104680,0
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,68075,0
COR,Correction and Rehabilitation,DS Health Services,F,103132.87,58141.67
COR,Correction and Rehabilitation,PTS Supervision,F,104680,5315.86
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,85567,110148.68
COR,Correction and Rehabilitation,PTS Alternative Community Services,M,76560.23,3808.52
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,107648,39785.15
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,67787,24030.14
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,95707,7449.48
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,77175,32567.59
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85567,84521.48
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,F,77175,42266.32
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,85567,8129.57
COR,Correction and Rehabilitation,PTS Supervision,F,104680,0
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,72042,6782.4
COR,Correction and Rehabilitation,PTS Supervision,M,102039.9,3166.74
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,85567,8872.28
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,107648,73268.53
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,74566,8932.9
COR,Correction and Rehabilitation,DS Health Services,M,104680,48518.2
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,97860,21254.33
COR,Correction and Rehabilitation,PTS Pre-Trial Services,F,65464,380.45
COR,Correction and Rehabilitation,PRRS Reentry Services and Programs,M,87647.49,0
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,77175,49588.41
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,82673,22588.73
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,65494,5948.9
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,85567,54163.26
COR,Correction and Rehabilitation,PTS Supervision,F,104680,3308.14
COR,Correction and Rehabilitation,PRRS Facility and Security,M,86590.59,2593.67
COR,Correction and Rehabilitation,DS Intake Classification and Re-Entry Services,F,82626.17,1960.32
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,72042,9318.7
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85277,16058.78
COR,Correction and Rehabilitation,DS MCCF Custody and Security,M,107648,32771.04
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,85567,63803.38
COR,Correction and Rehabilitation,MSD Training and Staff Development,M,94550,24647.05
COR,Correction and Rehabilitation,PTS Supervision,M,104680,304.29
COR,Correction and Rehabilitation,DS Food Services,F,95236,23510.54
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,78121,901.44
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,F,107646.45,15364.32
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,82673,14042.61
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,76080,1097.48
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,85567,8359.56
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,F,97860,28919.38
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,74566,41038.48
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,107648,6130.29
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,85567,22921.84
COR,Correction and Rehabilitation,PTS Supervision,M,104680,3118.05
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,72042,41568.43
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,75161,32320.78
COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 1,M,95236,1072.4
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,77792,37310.84
COR,Correction and Rehabilitation,MSD Information Technology,F,139205.28,0
COR,Correction and Rehabilitation,DS Health Services,F,78902,4126.5
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,44360.61
COR,Correction and Rehabilitation,DS Health Services,F,61113,0
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85567,17593.13
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,107648,24754.87
COR,Correction and Rehabilitation,DS Food Services,M,64536.13,18369.18
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,14385.67
COR,Correction and Rehabilitation,DS MCDC Intake/Release Operations,F,63413.82,0
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,,5793.57
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,65494,9314.17
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,72925,3323.2
COR,Correction and Rehabilitation,DS Food Services,M,58206.04,14800.22
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,9930.02
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,77175,43338.5
COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 2,F,86796.92,9147.96
COR,Correction and Rehabilitation,DS Health Services,F,104680,590.65
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,118414,0
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,F,82673,14013.42
COR,Correction and Rehabilitation,PTS Assessment,F,79728.75,483.53
COR,Correction and Rehabilitation,DS Inmate Records,M,132849.51,0
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,79879,408.72
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,107648,12771
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,97860,8679.88
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,85567,7439.07
COR,Correction and Rehabilitation,DS MCDC Intake/Release Operations,M,144751,0
COR,Correction and Rehabilitation,DS Food Services,F,74063.77,20510.99
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85567,56730.18
COR,Correction and Rehabilitation,DS Gang Intelligence,M,95707,357.2
COR,Correction and Rehabilitation,DO Professional Standards Unit,M,118414,0
COR,Correction and Rehabilitation,DS Health Services,F,115099,16892.59
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,85567,4678.26
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,97860,15356.95
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,115808,0
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,69607,17757.48
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,85567,28365.76
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,115808,259.32
COR,Correction and Rehabilitation,PRRS Reentry Services and Programs,M,80825.76,313.55
COR,Correction and Rehabilitation,PTS Supervision,F,77811.87,713.59
COR,Correction and Rehabilitation,DS Inmate Records,F,73633,0
COR,Correction and Rehabilitation,PTS Alternative Community Services,M,95236,1953.9
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,85567,9246.54
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,M,69607,4174.52
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,97860,59044.69
COR,Correction and Rehabilitation,PRRS Facility and Security,M,115489.93,0
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,74566,21168.78
COR,Correction and Rehabilitation,DS MCDC Custody and Security,F,79879,30737.44
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,85567,56881
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,82673,4456.07
COR,Correction and Rehabilitation,DS Intake Classification and Re-Entry Services,M,97860,46188.95
COR,Correction and Rehabilitation,DS Health Services,F,104680,37468.8
COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,M,97860,41200.89
COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 1,F,91314,0
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,72042,29714.16
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,77175,44562.22
COR,Correction and Rehabilitation,PRRS Facility and Security,M,95236,11692.31
COR,Correction and Rehabilitation,PRRS Assessment and Quality Services,M,102377,0
COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,74566,67515.14
COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,F,88263,13518.77
COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,69607,3700.84
COR,Correction and Rehabilitation,"MSD Employee Health, Welfare and Safety",M,99852,0
COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,F,97860,20273.63
COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 2,M,93140,0
